"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"282","관광펜션업","03_11_02_P","4620000","CDFI3261092011000004","20110923","","01","영업/정상","13","영업중","","","","","","","357952","충청남도 태안군 남면 원청리 512-33번지","충청남도 태안군 남면 청포대길 57-36","","그녀의 바다","20110923154434","I","2018-08-31 23:59:59.0","","137479.063782","348698.901545","관광펜션업","","","4","기타","","","숙박시설","3","1","","","","","","","","","","","","993.09","","","","","","","","","","","","","993",
"283","관광펜션업","03_11_02_P","4620000","CDFI3261092012000002","20120525","","01","영업/정상","13","영업중","","","","","","","357913","충청남도 태안군 원북면 청산리","충청남도 태안군 원북면 나루터길 3118-7","357913","더큐브하우스리조트","20170908171905","I","2018-08-31 23:59:59.0","","","","관광펜션업","","관리지역","2","","","","","2","","","","","","","","","","","","","742.25","","","","","","","","","","","","","742",
"284","관광펜션업","03_11_02_P","5010000","CDFI3261092018000002","20181227","","01","영업/정상","13","영업중","","","","","","","","전라남도 신안군 압해읍 학교리 336-14번지","전라남도 신안군 압해읍 학동길 44-4","58824","소풍펜션","20181227143950","I","2018-12-29 02:20:32.0","","137437.599765","152418.654487","관광펜션업","","관리지역","2","주택가주변","","","숙박시설","2","0","","","","","","","","","","","","260.76","","","","","","","","","200000000","","","","261",
"285","관광펜션업","03_11_02_P","3570000","CDFI3261092019000001","20190117","","01","영업/정상","13","영업중","","","","","","","","인천광역시 강화군 화도면 내리 1793","인천광역시 강화군 화도면 해안남로 2850-1","23060","소고펜션","20210319083939","U","2021-03-21 02:40:00.0","","146284.337094535","459667.499812787","관광펜션업","","","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","",
"286","관광펜션업","03_11_02_P","5440000","CDFI3261092019000001","20190123","","01","영업/정상","13","영업중","","","","","","","","경상남도 하동군 북천면 방화리 618번지","경상남도 하동군 북천면 경서대로 1943-15, 하늘꼬마키즈풀빌라","52317","하늘꼬마키즈풀빌라","20200331091053","U","2020-04-02 02:40:00.0","","277013.378021049","180076.277660097","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"287","관광펜션업","03_11_02_P","5380000","CDFI3261092019000001","20190219","","01","영업/정상","13","영업중","","","","","0553670166","","","경상남도 양산시 원동면 대리 988-2","경상남도 양산시 원동면 어실로 1400","50584","록수산장","20210428160357","U","2021-04-30 02:40:00.0","","379224.147232002","217908.175810493","관광펜션업","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",
"288","관광펜션업","03_11_02_P","5020000","CDFI3261092019000001","20190128","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 장기면 두원리 82번지","경상북도 포항시 남구 장기면 동해안로 2788","37947","보드레펜션","20200129170730","U","2020-01-31 02:40:00.0","","427464.151146862","263706.664748888","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"289","관광펜션업","03_11_02_P","5330000","CDFI3261092019000001","20190322","","01","영업/정상","13","영업중","","","","","","","","경상남도 통영시 산양읍 남평리 1359-4번지","경상남도 통영시 산양읍 산양일주로 1690","53084","1359펜션","20190325092910","U","2019-03-27 02:40:00.0","","326893.751738542","145963.133640951","관광펜션업","","","2","","","","단독주택","2","","","","","","","","","","","","","","","","","","","","","","350000000","","","","",
"290","관광펜션업","03_11_02_P","4270000","CDFI3261092019000001","20190320","","01","영업/정상","13","영업중","","","","","","","","강원도 영월군 김삿갓면 주문리 6-1번지","강원도 영월군 김삿갓면 영월동로 2295-12","26246","비브릿지","20190320151011","I","2019-03-22 05:20:02.0","","344575.287295293","403324.501460652","관광펜션업","","","","","","","숙박시설","","","","","","","","","","","","","","1726.19","","","","","","","","","","","","","1726",
"291","관광펜션업","03_11_02_P","5010000","CDFI3261092019000001","20190109","","01","영업/정상","13","영업중","","","","","","","","전라남도 신안군 압해읍 학교리 336-14번지","전라남도 신안군 압해읍 학동길 44-4","58824","소풍펜션","20190109155008","I","2019-01-11 02:20:45.0","","137437.599765","152418.654487","관광펜션업","","관리지역","2","기타","","","숙박시설","2","0","","","","","","","","","","","","356.92","","","","","","","","","200000000","","","","357",
"292","관광펜션업","03_11_02_P","4330000","CDFI3261092019000001","20190213","","01","영업/정상","13","영업중","","","","","","","","강원도 인제군 상남면 미산리 598-7번지","강원도 인제군 상남면 내린천로 2050-9","24666","합수모래관광펜션","20190213173305","I","2019-02-15 02:21:21.0","","313692.601881522","486893.132818224","관광펜션업","","","1","","","","단독주택","","","","","HAPSUMORAE TOURIST PENSION","Tourist Pension","","","","","","","","175.82","","","","","","","","","","","","","176",
"293","관광펜션업","03_11_02_P","4510000","CDFI3261092019000001","20190305","","01","영업/정상","13","영업중","","","","","041-933-2303","","","충청남도 보령시 신흑동 2303-9번지","충청남도 보령시 고잠2길 12-11 (신흑동)","33488","동그라미 펜션","20190408105715","U","2019-04-10 02:40:00.0","","156505.388188","312431.794384","관광펜션업","","관리지역","3","","","","숙박시설","3","","","","","","","","","","","","","130.22","","","","","","","","","","","","","130",
"294","관광펜션업","03_11_02_P","5090000","CDFI3261092019000002","20190325","","01","영업/정상","13","영업중","","","","","","","","경상북도 영주시 아지동 445-12번지","경상북도 영주시 회헌로358번길 25 (아지동)","36054","아지펜션","20190325152533","I","2019-03-27 02:20:05.0","","","","관광펜션업","","관리지역","2","","","","단독주택","2","","","","","","","","","","","","","229.52","","","","","","","","","100000000","","","","230",
"295","관광펜션업","03_11_02_P","5180000","CDFI3261092016000001","20160628","","01","영업/정상","13","영업중","","","","","","","","경상북도 영덕군 병곡면 병곡리 1-5번지","경상북도 영덕군 병곡면 흰돌로 40-1","36404","비사이드 관광펜션","20171120112536","I","2018-08-31 23:59:59.0","","415930.874903949","347838.095937184","관광펜션업","","","2","기타","","","숙박시설","2","","","","","","","","","","","","","995.18","","","","","","","","","1800000000","","","","995",
"296","관광펜션업","03_11_02_P","5180000","CDFI3261092006000001","20060718","","01","영업/정상","13","영업중","","","","","054-733-7080","","766841","경상북도 영덕군 남정면 남호리 18-4","경상북도 영덕군 남정면 동해대로 4142","766841","블루오션펜션","20210916105428","U","2021-09-18 02:40:00.0","","413592.392058998","316855.738353458","관광펜션업","","상업지역","3","기타","","","숙박시설","3","","","","","","","","","","","","","907","","","","","","","","","","","","","907",
"297","관광펜션업","03_11_02_P","5180000","CDFI3261092011000001","20110915","","01","영업/정상","13","영업중","","","","","054) 734-8282","","766823","경상북도 영덕군 강구면 하저리 14-1","경상북도 영덕군 강구면 영덕대게로 559","36453","바다빌리지 관광펜션","20211205185859","U","2021-12-07 02:40:00.0","","416450.413645303","323941.575224518","관광펜션업","","관리지역","3","기타","","","","3","0","0","0","","","0","0","","0","0","","0","506.92","","0","","","","","","","550000000","","","","507",
"298","관광펜션업","03_11_02_P","5180000","CDFI3261092012000002","20120227","","01","영업/정상","13","영업중","","","","","054)732-0812","","766853","경상북도 영덕군 병곡면 병곡리 24번지 8통3반","경상북도 영덕군 병곡면 병곡1길 37","766853","메르센트펜션","20131113102201","I","2018-08-31 23:59:59.0","","416014.753086977","347440.735847287","관광펜션업","","관리지역","3","주택가주변","","","숙박시설","3","","","","","","","","","","","","","1009.04","","","","","","","","","","","","","1009",
"299","관광펜션업","03_11_02_P","5180000","CDFI3261092014000001","20141117","","01","영업/정상","13","영업중","","","","","054-734-9977","","766853","경상북도 영덕군 병곡면 백석리 340-1번지","경상북도 영덕군 병곡면 흰돌로 112","36403","비프리비(VIE PRIVEE) 펜션","20180125094949","I","2018-08-31 23:59:59.0","","415736.372683759","348655.812259932","관광펜션업","","관리지역","4","기타","","","숙박시설","3","1","","","","","","","","","","","","1226.97","","","","","","","","","","","","","1227",
"300","관광펜션업","03_11_02_P","5180000","CDFI3261092017000002","20171108","","01","영업/정상","13","영업중","","","","","054-734-0812","","","경상북도 영덕군 병곡면 병곡리 15-2번지","경상북도 영덕군 병곡면 병곡1길 39","36404","메르센트리조트","20171108080703","I","2018-08-31 23:59:59.0","","416012.221309658","347392.917858453","관광펜션업","","관리지역","2","기타","","","숙박시설","2","","","","","","","","","","","","","994.13","","","","","","","","","1800000000","","","","994",
"301","관광펜션업","03_11_02_P","5080000","CDFI3261092016000001","20161116","","01","영업/정상","13","영업중","","","","","","","","경상북도 구미시 남통동 312-3","경상북도 구미시 금오산상가길 21-5 (남통동)","39309","유아이","20211216112725","U","2021-12-18 02:40:00.0","","318337.258662383","290834.221259746","관광펜션업","","자연녹지지역","3","기타","","","숙박시설","3","1","0","0","","","0","0","","0","0","","0","1092","","0","","","","","","","1900000000","","","","1092",
"302","관광펜션업","03_11_02_P","5110000","CDFI3261092007000001","20070510","","01","영업/정상","13","영업중","","","","","","","742961","경상북도 상주시 사벌국면 삼덕리 3-4","경상북도 상주시 사벌면 경천로 650","37128","경천대펜션","20210121110633","U","2021-01-23 02:40:00.0","","311330.194860415","328939.498932819","관광펜션업","관광사업","관리지역","2","기타","","","","2","","","","","","","","","","","","","573.92","","","","","","","","","","","","","574",
"303","관광펜션업","03_11_02_P","5050000","CDFI3261092012000002","20120913","","01","영업/정상","13","영업중","","","","","","","780170","경상북도 경주시 탑동 56-11번지","경상북도 경주시 포석로 932 (탑동)","38172","계림궁","20120913174308","I","2018-08-31 23:59:59.0","","399740.587434192","260500.439006178","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000000","","","","",
"304","관광펜션업","03_11_02_P","5050000","CDFI3261092014000001","20140403","","01","영업/정상","13","영업중","","","","","","","780460","경상북도 경주시 시래동 738번지","경상북도 경주시 시동로 86-61 (시래동)","38200","경주 천년 한옥펜션","20140403113150","I","2018-08-31 23:59:59.0","","406742.035553197","255065.733041717","관광펜션업","","보전녹지지역","2","","","","단독주택","2","","","","","","","","","","","","","225","","","","","","","","","700000000","","","","225",
